TPdef | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK8 | 0.051558574860853884
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK1 | 0.010439785707140103
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK2 | 0.03064550975767119
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK3 | 0.029078286092013017
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK4 | 0.030175794925895782
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK5 | 0.03159189980499391
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK6 | 0.029828070206298768
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK7 | 0.02979172779341613
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK8 | 0.029172510909457855
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK1 | 0.02767537146905763
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK2 | 0.041924016586956575
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK3 | 0.044059192504445954
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK4 | 0.04652474076156449
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK5 | 0.04479070086077261
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK6 | 0.04760649357176022
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK7 | 0.04588004647520594
TPdef | PLNONE | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK8 | 0.04478503246691845
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK1 | 0.02843170266229858
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK2 | 0.03921156053372141
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK3 | 0.042593749594867836
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK4 | 0.045395137868424446
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK5 | 0.04417131430704718
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK6 | 0.04462877051231581
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK7 | 0.04293323575377586
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK8 | 0.042280903115787444
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK1 | 0.03958542461572209
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK2 | 0.05694238955850686
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK3 | 0.05582299767662799
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK4 | 0.058283196844159696
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK5 | 0.0589046666010509
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK6 | 0.055227885621329686
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK7 | 0.057168830082036215
TPdef | PLNONE | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK8 | 0.05647402486613112
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK1 | 0.02905116221883089
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK2 | 0.03961571745136194
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK3 | 0.04506607266252993
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK4 | 0.04420142451036144
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK5 | 0.045621076128916804
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK6 | 0.04542061610864223
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK7 | 0.045073781790389456
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK8 | 0.04432665715239806
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK0 | nan
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK1 | 0.03862102600714701
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK2 | 0.05483457748870113
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK3 | 0.05856890475063803
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK4 | 0.05994601240341885
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK5 | 0.05908748791367213
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK6 | 0.059323602605533016
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK7 | 0.05744519218130975
TPdef | PLNONE | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK8 | 0.057297167669137394
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK1 | -0.0025623140487641416
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK2 | 0.013237957030289543
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK3 | 0.012790752031060948
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK4 | 0.013865436283058807
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK5 | 0.015903854526943872
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK6 | 0.014823099833503106
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK7 | 0.016230569719560828
TPdef | PL0 | CFNONE | SONONE | QU0 | MA1.0 | WEEK8 | 0.01592120038980402
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK1 | 0.01596381392321386
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK2 | 0.03279569158469417
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK3 | 0.0343553561576139
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK4 | 0.03188846802978246
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK5 | 0.03468154419957292
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK6 | 0.03374639116346462
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK7 | 0.03418236004622863
TPdef | PL0 | CFNONE | SONONE | QU0 | MA0.8 | WEEK8 | 0.03518288301032907
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK1 | 0.01348332895975396
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK2 | 0.026718770600763248
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK3 | 0.030303436003296158
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK4 | 0.03121222738312185
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK5 | 0.03179704500680969
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK6 | 0.031743060488074626
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK7 | 0.03103461498041199
TPdef | PL0 | CFNONE | SONONE | QU2 | MA1.0 | WEEK8 | 0.03056191652808521
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK1 | 0.031489050502581745
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK2 | 0.04573734567454826
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK3 | 0.046902099476998804
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK4 | 0.049654310438437016
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK5 | 0.0478879684584777
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK6 | 0.04809115748036552
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK7 | 0.04695527932134372
TPdef | PL0 | CFNONE | SONONE | QU2 | MA0.8 | WEEK8 | 0.047299321508051856
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK1 | 0.012884878583163006
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK2 | 0.03137399885813921
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK3 | 0.02972115706498063
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK4 | 0.03235684543592282
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK5 | 0.03333657598984549
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK6 | 0.03465649270270171
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK7 | 0.03645617926441014
TPdef | PL0 | CFNONE | SONONE | QU3 | MA1.0 | WEEK8 | 0.036845554946474124
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK1 | 0.03041984874724027
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK2 | 0.04748933136405556
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK3 | 0.049272466261772646
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK4 | 0.04893950209800352
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK5 | 0.05012888374595889
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK6 | 0.05103739605586183
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK7 | 0.051595974278169254
TPdef | PL0 | CFNONE | SONONE | QU3 | MA0.8 | WEEK8 | 0.05177033088393379
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK1 | 0.005483124318247323
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK2 | 0.020391659373419108
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK3 | 0.023152941494445967
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK4 | 0.022485048507907335
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK5 | 0.023393712475411638
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK6 | 0.023191077136221816
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK7 | 0.02353404733071679
TPdef | PL0 | CFNONE | SO12 | QU0 | MA1.0 | WEEK8 | 0.022836308523175725
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK1 | 0.022602789651384403
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK2 | 0.038673793224800246
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK3 | 0.04078578017940951
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK4 | 0.040005202439172466
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK5 | 0.04135625626066666
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK6 | 0.041780464601312156
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK7 | 0.04105634949141368
TPdef | PL0 | CFNONE | SO12 | QU0 | MA0.8 | WEEK8 | 0.04042985364183471
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK1 | 0.018918231360900817
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK2 | 0.03431628997916569
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK3 | 0.038944023059697824
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK4 | 0.03892924490100222
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK5 | 0.03924257020023761
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK6 | 0.03979965463890747
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK7 | 0.039354508081108214
TPdef | PL0 | CFNONE | SO12 | QU2 | MA1.0 | WEEK8 | 0.0389627521758055
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK1 | 0.035735861386882894
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK2 | 0.05143327945593043
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK3 | 0.05437908620816631
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK4 | 0.05230552587422088
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK5 | 0.053663665404325045
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK6 | 0.053541965266883235
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK7 | 0.05277271094051514
TPdef | PL0 | CFNONE | SO12 | QU2 | MA0.8 | WEEK8 | 0.051447021443869256
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK1 | 0.019359065690463
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK2 | 0.036997696943592645
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK3 | 0.03914775416239025
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK4 | 0.04341292964514823
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK5 | 0.042074907013103124
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK6 | 0.04294811338033347
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK7 | 0.04231876662408435
TPdef | PL0 | CFNONE | SO12 | QU3 | MA1.0 | WEEK8 | 0.041452167204965834
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK1 | 0.03706033408984935
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK2 | 0.05368309950419492
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK3 | 0.05351619715069933
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK4 | 0.05564018573166232
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK5 | 0.05589027752382408
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK6 | 0.05544195345907732
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK7 | 0.055143859825775826
TPdef | PL0 | CFNONE | SO12 | QU3 | MA0.8 | WEEK8 | 0.05634606057174679
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK1 | 0.012020517090631039
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK2 | 0.029292349607230844
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK3 | 0.03117103932580098
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK4 | 0.03448532136141311
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK5 | 0.035082121388916976
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK6 | 0.036131989368905076
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK7 | 0.03464107265985891
TPdef | PL0 | CFNONE | SO3 | QU0 | MA1.0 | WEEK8 | 0.03460892304451085
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK1 | 0.032048953631256066
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK2 | 0.0496906417299012
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK3 | 0.050856320115115566
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK4 | 0.049399233299202844
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK5 | 0.04970962636526843
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK6 | 0.0516273097174354
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK7 | 0.049646937996237595
TPdef | PL0 | CFNONE | SO3 | QU0 | MA0.8 | WEEK8 | 0.04940232745241235
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK1 | 0.03444034301656257
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK2 | 0.04448980468646507
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK3 | 0.04803667324938654
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK4 | 0.048520818696204754
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK5 | 0.04855159383590871
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK6 | 0.04867188870712674
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK7 | 0.04875081407973572
TPdef | PL0 | CFNONE | SO3 | QU2 | MA1.0 | WEEK8 | 0.047365274049488676
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK1 | 0.042304568088467775
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK2 | 0.05887896920526864
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK3 | 0.06210715912808831
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK4 | 0.06396190304842725
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK5 | 0.06394104452772767
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK6 | 0.06093094539115354
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK7 | 0.060262783147347426
TPdef | PL0 | CFNONE | SO3 | QU2 | MA0.8 | WEEK8 | 0.05890012878584491
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK1 | 0.029612943891580756
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK2 | 0.04828997117749537
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK3 | 0.049438395659500534
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK4 | 0.05308847935246114
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK5 | 0.05053826823331964
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK6 | 0.05050164731192647
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK7 | 0.05108574899666482
TPdef | PL0 | CFNONE | SO3 | QU3 | MA1.0 | WEEK8 | 0.05093756902533955
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK1 | 0.04244582519182433
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK2 | 0.059514995570447066
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK3 | 0.06304253500724963
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK4 | 0.062287604438073435
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK5 | 0.06277306966351853
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK6 | 0.06288660228222182
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK7 | 0.06275863208686441
TPdef | PL0 | CFNONE | SO3 | QU3 | MA0.8 | WEEK8 | 0.06230026725420107
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK1 | -0.0017378820864603073
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK2 | 0.012174963756444751
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK3 | 0.01638822557997227
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK4 | 0.015234367647606717
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK5 | 0.017274227720979807
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK6 | 0.01606680429949295
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK7 | 0.016414130122680004
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK8 | 0.016144891921166138
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK1 | 0.01601823556128304
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK2 | 0.027688758764234184
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK3 | 0.03534297135248737
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK4 | 0.035978671923630245
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK5 | 0.03447265335558716
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK6 | 0.03436124592754
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK7 | 0.034973211651490616
TPdef | PL0 | CF2000-0500 | SONONE | QU0 | MA0.8 | WEEK8 | 0.03438646899639722
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK1 | 0.014422998979693319
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK2 | 0.026728794655202198
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK3 | 0.02725114618895827
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK4 | 0.031681472239002306
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK5 | 0.030682843771844853
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK6 | 0.031819144554379314
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK7 | 0.030963454722458372
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA1.0 | WEEK8 | 0.030732275731013836
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK1 | 0.026663792602013736
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK2 | 0.04407199548861582
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK3 | 0.04664455562681116
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK4 | 0.04598358657323812
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK5 | 0.04734863825983121
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK6 | 0.04673828290107396
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK7 | 0.04693269040274681
TPdef | PL0 | CF2000-0500 | SONONE | QU2 | MA0.8 | WEEK8 | 0.04695763596577762
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK1 | 0.014236510204506087
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK2 | 0.028182671197091808
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK3 | 0.03196555142874183
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK4 | 0.03354829435182735
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK5 | 0.03470510306969252
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK6 | 0.03417198131539029
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK7 | 0.036984355695941856
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA1.0 | WEEK8 | 0.036797629060523945
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK1 | 0.032650418915810414
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK2 | 0.046242677611262245
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK3 | 0.047333423747759895
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK4 | 0.04940363463726344
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK5 | 0.048679507345038175
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK6 | 0.04993958112529845
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK7 | 0.05003923319721934
TPdef | PL0 | CF2000-0500 | SONONE | QU3 | MA0.8 | WEEK8 | 0.05077014825985893
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK1 | 0.0027626629270004477
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK2 | 0.021581027536354686
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK3 | 0.02218052270821047
