TPdef | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK4 | 0.024251920298386437
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK5 | 0.024360914259304062
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK6 | 0.025772372589796866
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK7 | 0.025606819727436864
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA1.0 | WEEK8 | 0.024394078396974467
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK1 | 0.021988244390695744
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK2 | 0.03882153677885761
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK3 | 0.03894991082828497
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK4 | 0.04210454273424166
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK5 | 0.04177384159188069
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK6 | 0.04166787628964516
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK7 | 0.04165789636202913
TPdef | PL0 | CF2000-0500 | SO12 | QU0 | MA0.8 | WEEK8 | 0.04011281876141687
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK1 | 0.024400217758607817
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK2 | 0.03524549611035188
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK3 | 0.036881684991285774
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK4 | 0.03671922185594545
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK5 | 0.039766844000175605
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK6 | 0.03824372661100875
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK7 | 0.03798165330477293
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA1.0 | WEEK8 | 0.03743411402651131
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK1 | 0.03827523302911451
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK2 | 0.050002900809007045
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK3 | 0.052971726916031525
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK4 | 0.053367321373624294
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK5 | 0.05406797003333466
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK6 | 0.05193763202593965
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK7 | 0.05303808980761565
TPdef | PL0 | CF2000-0500 | SO12 | QU2 | MA0.8 | WEEK8 | 0.05258755178042865
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK1 | 0.0236524004513661
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK2 | 0.03445957770144706
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK3 | 0.03878037955279398
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK4 | 0.03781578989904896
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK5 | 0.04215887470001084
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK6 | 0.03986083240434288
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK7 | 0.041795545746365736
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA1.0 | WEEK8 | 0.04170581457150721
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK1 | 0.039110519245467434
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK2 | 0.05000888604478235
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK3 | 0.0524903098220004
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK4 | 0.055066686228822714
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK5 | 0.05405523991364064
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK6 | 0.055511024446207924
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK7 | 0.054802845332814015
TPdef | PL0 | CF2000-0500 | SO12 | QU3 | MA0.8 | WEEK8 | 0.055379974108663216
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK1 | 0.01573485051281337
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK2 | 0.032544655484387425
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK3 | 0.03308131520077964
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK4 | 0.034084320048707095
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK5 | 0.03676350246804985
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK6 | 0.03586393998960974
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK7 | 0.03614138578754872
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA1.0 | WEEK8 | 0.035193699729335365
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK1 | 0.031182751256763508
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK2 | 0.04569155169924313
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK3 | 0.05123622612423895
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK4 | 0.05204300260572964
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK5 | 0.0491212064002976
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK6 | 0.05185225924875869
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK7 | 0.050043256568005234
TPdef | PL0 | CF2000-0500 | SO3 | QU0 | MA0.8 | WEEK8 | 0.04839770944894717
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK1 | 0.02914204327372652
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK2 | 0.042587187664700016
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK3 | 0.04643462682489674
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK4 | 0.050044886508817166
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK5 | 0.05045400744620854
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK6 | 0.048445002972561796
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK7 | 0.04956121828560359
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA1.0 | WEEK8 | 0.04686963001144989
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK1 | 0.04402732332831508
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK2 | 0.05828712922472873
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK3 | 0.060174134409086366
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK4 | 0.06254204413835973
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK5 | 0.061558641538525444
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK6 | 0.06171526678210612
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK7 | 0.059672607528151594
TPdef | PL0 | CF2000-0500 | SO3 | QU2 | MA0.8 | WEEK8 | 0.059244327939075525
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK1 | 0.028261995230766335
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK2 | 0.04271241787138777
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK3 | 0.047989203664488056
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK4 | 0.051327651823734693
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK5 | 0.05108542158382667
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK6 | 0.050745752852263126
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK7 | 0.050990606630129054
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA1.0 | WEEK8 | 0.04941681773954251
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK0 | nan
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK1 | 0.04124311262760019
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK2 | 0.0611705187718794
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK3 | 0.06083881800541027
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK4 | 0.0646373886861491
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK5 | 0.06164953027767878
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK6 | 0.06317665288761867
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK7 | 0.06269747706100656
TPdef | PL0 | CF2000-0500 | SO3 | QU3 | MA0.8 | WEEK8 | 0.061114519074686985
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK1 | -0.016666618981914266
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK2 | -0.006650405556230726
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK3 | -0.0013808010810729132
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK4 | -0.0014401803862889584
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK5 | 0.001208076331946889
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK6 | 0.00043885282624936406
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK7 | 4.478858883291692e-05
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA1.0 | WEEK8 | -0.00033374613280370835
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK1 | 0.004008859820906846
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK2 | 0.020950459957325557
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK3 | 0.02228304511563675
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK4 | 0.023138896611654858
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK5 | 0.023375824152933017
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK6 | 0.021291235945069487
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK7 | 0.023109724104105472
TP015 | PLNONE | CFNONE | SONONE | QU0 | MA0.8 | WEEK8 | 0.02160113867430355
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK1 | 0.016331291588812413
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK2 | 0.026461778654352675
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK3 | 0.032986602123813435
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK4 | 0.036295874477260265
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK5 | 0.03388936538068854
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK6 | 0.035612460751865554
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK7 | 0.035708399551882736
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA1.0 | WEEK8 | 0.03707595371258482
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK1 | 0.03256297864879923
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK2 | 0.04689026304758709
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK3 | 0.052471115650132655
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK4 | 0.05077282809483502
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK5 | 0.05030763025571075
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK6 | 0.05102325088787962
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK7 | 0.052481761587576226
TP015 | PLNONE | CFNONE | SONONE | QU2 | MA0.8 | WEEK8 | 0.051577195590448904
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK1 | 0.0194036880453147
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK2 | 0.03427500075709086
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK3 | 0.03540701021198131
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK4 | 0.03883696951207985
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK5 | 0.04081556334390765
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK6 | 0.04223528616191702
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK7 | 0.041813349580243936
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA1.0 | WEEK8 | 0.04281031730214535
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK1 | 0.02998420853727163
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK2 | 0.05008955325415032
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK3 | 0.050725609740058686
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK4 | 0.052697681211481384
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK5 | 0.05503559878207018
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK6 | 0.05548091620639414
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK7 | 0.055654966161965
TP015 | PLNONE | CFNONE | SONONE | QU3 | MA0.8 | WEEK8 | 0.05689067213019844
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK1 | -0.006544160614499889
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK2 | 0.004521124774178542
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK3 | 0.01016170408859271
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK4 | 0.007207186609878291
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK5 | 0.010943056279428404
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK6 | 0.009063032799408371
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK7 | 0.00863593066089452
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA1.0 | WEEK8 | 0.007747320715158101
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK1 | 0.013041642734742925
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK2 | 0.023492954150049955
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK3 | 0.02884100735201664
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK4 | 0.0297904305896233
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK5 | 0.029706056042927254
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK6 | 0.02936970597636887
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK7 | 0.02967870175986756
TP015 | PLNONE | CFNONE | SO12 | QU0 | MA0.8 | WEEK8 | 0.028384627008318203
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK1 | 0.016065853308857264
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK2 | 0.0328550446561168
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK3 | 0.03606576739265871
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK4 | 0.03858375146140053
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK5 | 0.03931557907111505
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK6 | 0.040574876056653
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK7 | 0.038157937418941884
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA1.0 | WEEK8 | 0.03975576977414447
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK1 | 0.035411988665609684
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK2 | 0.050331249743976514
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK3 | 0.05433525666827049
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK4 | 0.053247753264942105
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK5 | 0.0553958705901646
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK6 | 0.05451018901084714
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK7 | 0.054584886620255846
TP015 | PLNONE | CFNONE | SO12 | QU2 | MA0.8 | WEEK8 | 0.05245263236052855
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK1 | 0.019708294545372956
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK2 | 0.03414333566785599
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK3 | 0.03964768024489285
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK4 | 0.041614781519892674
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK5 | 0.04265927758096716
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK6 | 0.04231752588341772
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK7 | 0.043735372439851816
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA1.0 | WEEK8 | 0.04348908835578186
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK1 | 0.037152538400949314
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK2 | 0.05249201398760028
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK3 | 0.054243278739832146
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK4 | 0.057234467710058995
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK5 | 0.055569125822656024
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK6 | 0.05694431553861973
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK7 | 0.05838659332227758
TP015 | PLNONE | CFNONE | SO12 | QU3 | MA0.8 | WEEK8 | 0.05706540828773976
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK1 | -0.0007109817676581032
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK2 | 0.018611287364517892
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK3 | 0.01657172646486893
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK4 | 0.02090802171140302
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK5 | 0.019941873704593854
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK6 | 0.018235349777071974
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK7 | 0.016448731936089228
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA1.0 | WEEK8 | 0.016997579479737568
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK1 | 0.0163667083381544
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK2 | 0.03183159133170951
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK3 | 0.03667767039467659
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK4 | 0.03976220379977513
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK5 | 0.0382509163186478
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK6 | 0.03605000224386934
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK7 | 0.037451452552900694
TP015 | PLNONE | CFNONE | SO3 | QU0 | MA0.8 | WEEK8 | 0.03573395063522325
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK1 | 0.019231721123610296
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK2 | 0.040527372360310676
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK3 | 0.040103204465410686
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK4 | 0.04469991091366263
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK5 | 0.044616298037965324
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK6 | 0.04552023595489382
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK7 | 0.0445753718764772
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA1.0 | WEEK8 | 0.044549058923766205
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK1 | 0.03516100176118217
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK2 | 0.05540423101997208
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK3 | 0.058458906346152695
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK4 | 0.060580698740999306
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK5 | 0.05901823836822137
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK6 | 0.05966640842928675
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK7 | 0.058601242412110593
TP015 | PLNONE | CFNONE | SO3 | QU2 | MA0.8 | WEEK8 | 0.05817578521678124
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK1 | 0.024720048477847312
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK2 | 0.04134516086058451
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK3 | 0.04332252044308499
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK4 | 0.04557026908505546
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK5 | 0.04677904451761389
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK6 | 0.04815007207276109
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK7 | 0.04773190727238211
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA1.0 | WEEK8 | 0.047224189685499685
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK0 | nan
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK1 | 0.037787194477524516
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK2 | 0.05490361915503447
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK3 | 0.05867756955244227
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK4 | 0.058704624167345815
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK5 | 0.05939637711713261
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK6 | 0.059788258010034845
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK7 | 0.06119711003476419
TP015 | PLNONE | CFNONE | SO3 | QU3 | MA0.8 | WEEK8 | 0.05874359967823578
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK0 | nan
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK1 | -0.007041715963827133
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK2 | 0.005978144440017208
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK3 | 0.01006488287175894
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK4 | 0.010398032817428376
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK5 | 0.010412410192916777
TP015 | PLNONE | CF2000-0500 | SONONE | QU0 | MA1.0 | WEEK6 | 0.010371311261551969
